,time,max_temperature,min_temperature,avg_temperature
1839,2018-01-14,-3.8,-10.0,-7.2
1840,2018-01-15,-1.9,-8.7,-5.5
1841,2018-01-16,4.0,-4.4,-0.9
1842,2018-01-17,1.2,-6.2,-0.5
1843,2018-01-18,0.3,-8.3,-4.8
1844,2018-01-19,3.9,-5.5,-1.7
1845,2018-01-20,9.6,-1.7,2.9
1846,2018-01-21,9.3,-2.1,3.3
1847,2018-01-22,8.2,3.4,5.2
1848,2018-01-23,12.6,2.2,7.3
1849,2018-01-24,4.6,-2.7,1.6
1850,2018-01-25,0.8,-5.1,-2.8
1851,2018-01-26,2.2,-5.0,-1.7
1852,2018-01-27,11.3,-2.5,4.2
1853,2018-01-28,9.4,3.6,7.6
1854,2018-01-29,5.9,0.7,3.1
1855,2018-01-30,3.0,-3.9,-0.1
1856,2018-01-31,-0.3,-7.6,-4.0
1857,2018-02-01,7.1,-1.5,2.2
1858,2018-02-02,2.1,-8.0,-2.0
1859,2018-02-03,-0.8,-8.9,-5.4
1860,2018-02-04,6.8,-3.6,1.6
1861,2018-02-05,2.7,-4.9,-0.5
1862,2018-02-06,2.9,-3.8,-1.3
1863,2018-02-07,7.1,-4.3,0.6
1864,2018-02-08,1.0,-4.6,-2.1
1865,2018-02-09,1.0,-5.4,-1.9
1866,2018-02-10,10.5,1.0,5.4
1867,2018-02-11,14.1,5.0,8.7
1868,2018-02-12,15.0,-1.0,6.0
1869,2018-02-13,2.0,-4.0,-1.3
1870,2018-02-14,11.0,-0.6,4.4
1871,2018-02-15,15.0,5.6,9.7
1872,2018-02-16,13.1,1.8,9.2
1873,2018-02-17,3.5,-3.0,0.7
1874,2018-02-18,4.8,0.1,1.8
1875,2018-02-19,8.0,-3.8,2.7
1876,2018-02-20,18.6,8.4,12.4
1877,2018-02-21,22.7,11.0,15.9
1878,2018-02-22,10.3,2.6,6.2
1879,2018-02-23,5.0,1.6,2.9
1880,2018-02-24,12.7,5.2,7.8
1881,2018-02-25,6.9,5.0,5.8
1882,2018-02-26,10.9,3.2,6.9
1883,2018-02-27,12.1,-1.4,5.3
1884,2018-02-28,14.1,1.5,7.5
1885,2018-03-01,14.0,4.3,8.8
1886,2018-03-02,6.0,1.7,2.8
1887,2018-03-03,7.1,1.4,3.5
1888,2018-03-04,6.2,-0.6,2.9
1889,2018-03-05,5.4,-1.8,1.5
1890,2018-03-06,6.5,-3.1,1.9
1891,2018-03-07,1.9,0.7,1.1
1892,2018-03-08,3.9,-2.2,0.9
1893,2018-03-09,4.2,-5.4,-0.5
1894,2018-03-10,3.6,-3.2,-0.1
1895,2018-03-11,4.4,-7.4,-1.7
1896,2018-03-12,5.0,-6.2,-0.4
1897,2018-03-13,3.5,-1.2,1.3
1898,2018-03-14,3.3,-2.9,-0.2
1899,2018-03-15,5.4,-2.0,1.2
1900,2018-03-16,3.0,-3.0,-0.6
1901,2018-03-17,7.8,-4.1,0.9
1902,2018-03-18,5.1,-6.0,-0.1
1903,2018-03-19,7.1,-3.0,1.8
1904,2018-03-20,4.2,-3.6,0.4
1905,2018-03-21,2.0,-0.2,0.6
1906,2018-03-22,5.9,0.1,2.2
1907,2018-03-23,5.3,-3.0,1.3
1908,2018-03-24,7.4,-2.8,2.0
1909,2018-03-25,5.5,-1.8,1.2
1910,2018-03-26,7.3,-4.2,1.3
1911,2018-03-27,5.6,-3.3,1.9
1912,2018-03-28,9.7,2.4,5.3
1913,2018-03-29,11.6,6.3,8.2
1914,2018-03-30,16.7,5.8,11.9
1915,2018-03-31,12.1,0.8,6.2
1916,2018-04-01,14.4,4.4,9.2
1917,2018-04-02,4.9,-1.2,1.8
1918,2018-04-03,5.8,-2.2,2.6
1919,2018-04-04,18.5,3.9,9.2
1920,2018-04-05,7.6,-0.2,3.6
1921,2018-04-06,13.9,-0.3,6.3
1922,2018-04-07,8.5,2.6,5.6
1923,2018-04-08,7.1,-0.7,2.9
1924,2018-04-09,7.5,-2.7,2.6
1925,2018-04-10,9.7,1.9,5.3
1926,2018-04-11,9.3,-0.7,4.7
1927,2018-04-12,15.4,3.8,9.9
1928,2018-04-13,25.1,12.6,17.6
1929,2018-04-14,23.8,7.2,16.5
1930,2018-04-15,6.7,3.6,5.0
1931,2018-04-16,14.2,3.9,9.5
1932,2018-04-17,8.4,3.7,5.9
1933,2018-04-18,11.7,1.0,6.2
1934,2018-04-19,8.3,3.5,6.5
1935,2018-04-20,10.8,0.8,5.2
1936,2018-04-21,14.9,0.7,7.7
1937,2018-04-22,16.3,1.8,9.5
1938,2018-04-23,15.9,3.1,9.6
1939,2018-04-24,15.9,4.4,10.4
1940,2018-04-25,13.8,9.8,11.9
1941,2018-04-26,18.4,11.3,13.9
1942,2018-04-27,11.8,8.0,10.2
1943,2018-04-28,17.5,6.9,11.4
1944,2018-04-29,13.7,7.0,10.2
1945,2018-04-30,11.7,5.9,8.3
1946,2018-05-01,23.7,5.8,14.3
1947,2018-05-02,28.4,12.3,20.0
1948,2018-05-03,30.3,15.8,22.8
1949,2018-05-04,27.9,17.6,22.6
1950,2018-05-05,23.1,14.5,18.3
1951,2018-05-06,16.5,13.9,15.1
1952,2018-05-07,21.2,11.3,15.9
1953,2018-05-08,19.8,9.4,14.4
1954,2018-05-09,21.7,10.3,15.4
1955,2018-05-10,20.6,9.1,15.4
1956,2018-05-11,21.3,14.1,17.4
1957,2018-05-12,15.4,10.8,13.3
1958,2018-05-13,13.3,10.8,11.7
1959,2018-05-14,19.9,10.4,14.4
1960,2018-05-15,29.1,16.1,21.5
1961,2018-05-16,17.1,12.9,15.2
1962,2018-05-17,19.8,13.0,16.0
1963,2018-05-18,16.8,11.7,15.0
1964,2018-05-19,16.4,10.4,12.3
1965,2018-05-20,26.2,17.5,21.0
1966,2018-05-21,23.0,12.6,18.0
1967,2018-05-22,18.5,13.2,15.3
1968,2018-05-23,25.5,14.1,19.3
1969,2018-05-24,26.0,15.0,20.2
1970,2018-05-25,28.3,15.3,21.9
1971,2018-05-26,30.6,19.7,24.7
1972,2018-05-27,21.6,14.0,16.9
1973,2018-05-28,20.5,13.3,16.4
1974,2018-05-29,28.4,16.6,22.0
1975,2018-05-30,21.6,15.1,18.1
1976,2018-05-31,20.4,15.1,18.0
1977,2018-06-01,26.4,17.7,20.5
1978,2018-06-02,27.3,19.9,23.3
1979,2018-06-03,18.8,12.2,15.0
1980,2018-06-04,19.7,11.4,14.7
1981,2018-06-05,22.5,11.5,17.7
1982,2018-06-06,20.0,12.6,16.2
1983,2018-06-07,19.9,13.4,16.2
1984,2018-06-08,25.2,13.6,19.6
1985,2018-06-09,25.6,17.4,21.3
1986,2018-06-10,19.7,15.0,17.7
1987,2018-06-11,20.1,13.3,16.3
1988,2018-06-12,21.8,11.1,16.7
1989,2018-06-13,23.0,15.2,19.5
1990,2018-06-14,26.9,18.3,22.3
1991,2018-06-15,22.8,15.8,19.4
1992,2018-06-16,27.0,13.7,20.8
1993,2018-06-17,29.6,15.4,22.9
1994,2018-06-18,31.3,19.3,25.5
1995,2018-06-19,29.8,21.6,26.0
1996,2018-06-20,27.1,17.8,22.2
1997,2018-06-21,28.1,19.5,23.3
1998,2018-06-22,21.7,17.6,19.8
1999,2018-06-23,21.3,17.2,19.0
2000,2018-06-24,27.9,18.8,23.2
2001,2018-06-25,25.9,18.7,22.1
2002,2018-06-26,23.4,15.7,19.8
2003,2018-06-27,23.5,16.4,19.9
2004,2018-06-28,28.4,19.8,23.2
2005,2018-06-29,31.0,19.7,25.3
2006,2018-06-30,32.4,18.7,26.3
2007,2018-07-01,34.7,22.5,28.7
2008,2018-07-02,33.9,22.3,28.1
2009,2018-07-03,31.9,23.1,27.0
2010,2018-07-04,29.2,23.7,26.1
2011,2018-07-05,30.0,23.4,26.4
2012,2018-07-06,27.1,22.1,25.1
2013,2018-07-07,23.8,17.0,20.5
2014,2018-07-08,26.7,15.1,21.1
2015,2018-07-09,29.8,16.0,23.1
2016,2018-07-10,33.4,19.0,26.4
2017,2018-07-11,29.6,21.5,25.4
2018,2018-07-12,27.8,20.1,23.6
2019,2018-07-13,27.9,19.2,23.8
2020,2018-07-14,31.0,19.2,25.5
2021,2018-07-15,29.2,21.7,25.3
2022,2018-07-16,32.7,22.0,27.1
2023,2018-07-17,30.2,22.9,25.6
2024,2018-07-18,28.3,19.6,24.1
2025,2018-07-19,26.6,17.5,22.2
2026,2018-07-20,26.3,18.2,22.4
2027,2018-07-21,23.8,16.8,20.4
2028,2018-07-22,27.7,20.5,23.5
2029,2018-07-23,25.0,22.8,23.7
2030,2018-07-24,27.2,22.9,24.5
2031,2018-07-25,25.5,22.2,23.3
2032,2018-07-26,28.8,21.8,24.7
2033,2018-07-27,29.5,20.9,24.8
2034,2018-07-28,28.3,21.5,23.7
2035,2018-07-29,27.2,20.0,23.6
2036,2018-07-30,26.3,18.6,22.8
2037,2018-07-31,25.5,19.1,22.6
2038,2018-08-01,28.5,21.4,24.9
2039,2018-08-02,29.0,23.8,25.5
2040,2018-08-03,27.9,22.9,24.9
2041,2018-08-04,27.9,22.0,24.2
2042,2018-08-05,31.4,20.4,26.3
2043,2018-08-06,32.1,22.9,27.3
2044,2018-08-07,30.9,23.5,26.7
2045,2018-08-08,31.2,22.9,26.4
2046,2018-08-09,29.9,23.3,26.1
2047,2018-08-10,30.3,20.0,25.6
2048,2018-08-11,25.4,22.4,23.6
2049,2018-08-12,27.1,21.9,23.7
2050,2018-08-13,24.2,22.1,22.9
2051,2018-08-14,26.7,20.4,23.1
2052,2018-08-15,30.1,20.2,24.8
2053,2018-08-16,31.4,22.4,26.7
2054,2018-08-17,30.2,22.6,26.1
2055,2018-08-18,28.5,22.3,24.8
2056,2018-08-19,22.5,20.5,21.3
2057,2018-08-20,23.5,18.7,21.2
2058,2018-08-21,23.9,19.3,21.6
2059,2018-08-22,27.8,21.4,23.9
2060,2018-08-23,24.4,18.2,21.2
2061,2018-08-24,27.1,16.6,21.7
2062,2018-08-25,25.1,17.2,21.2
2063,2018-08-26,28.1,16.7,22.5
2064,2018-08-27,31.5,20.7,26.0
2065,2018-08-28,33.8,23.4,28.1
2066,2018-08-29,33.3,24.2,28.7
2067,2018-08-30,30.6,24.4,27.3
2068,2018-08-31,23.9,20.8,22.4
2069,2018-09-01,23.7,19.8,21.4
2070,2018-09-02,26.5,19.3,22.8
2071,2018-09-03,31.1,21.8,26.0
2072,2018-09-04,32.3,23.5,27.4
2073,2018-09-05,30.5,22.6,26.4
2074,2018-09-06,33.4,23.9,27.1
2075,2018-09-07,23.8,21.4,22.6
2076,2018-09-08,21.3,15.8,19.5
2077,2018-09-09,16.3,13.5,15.1
2078,2018-09-10,18.8,14.0,16.5
2079,2018-09-11,24.2,18.1,20.9
2080,2018-09-12,23.7,21.4,22.4
2081,2018-09-13,23.0,20.7,21.6
2082,2018-09-14,23.9,19.5,21.1
2083,2018-09-15,24.5,18.7,21.2
2084,2018-09-16,26.8,17.8,21.8
2085,2018-09-17,25.3,17.9,21.4
2086,2018-09-18,24.2,19.6,22.3
2087,2018-09-19,26.0,18.1,21.6
2088,2018-09-20,20.6,17.9,19.2
2089,2018-09-21,22.3,18.4,20.1
2090,2018-09-22,21.9,16.7,20.1
2091,2018-09-23,18.6,15.5,16.8
2092,2018-09-24,19.1,14.8,16.9
2093,2018-09-25,21.5,15.5,18.9
2094,2018-09-26,26.8,20.5,23.0
2095,2018-09-27,21.3,15.9,18.7
2096,2018-09-28,17.7,14.0,16.1
2097,2018-09-29,22.4,13.0,17.3
2098,2018-09-30,20.4,12.2,16.2
2099,2018-10-01,23.5,15.3,19.4
2100,2018-10-02,25.1,18.0,21.0
2101,2018-10-03,22.9,17.1,19.9
2102,2018-10-04,25.7,14.8,20.5
2103,2018-10-05,20.7,15.1,17.4
2104,2018-10-06,19.1,14.7,17.4
2105,2018-10-07,25.3,19.3,21.9
2106,2018-10-08,20.6,18.2,18.9
2107,2018-10-09,24.7,19.0,21.2
2108,2018-10-10,25.4,19.4,21.9
2109,2018-10-11,24.0,20.9,22.0
2110,2018-10-12,21.4,11.2,16.0
2111,2018-10-13,13.0,8.7,10.7
2112,2018-10-14,15.1,7.2,10.8
2113,2018-10-15,19.1,9.5,15.4
2114,2018-10-16,17.1,8.7,11.7
2115,2018-10-17,15.8,7.5,11.3
2116,2018-10-18,9.9,4.9,7.1
2117,2018-10-19,14.7,3.6,8.9
2118,2018-10-20,16.1,10.2,12.7
2119,2018-10-21,9.9,4.2,7.5
2120,2018-10-22,10.6,2.2,6.2
2121,2018-10-23,16.8,5.6,10.9
2122,2018-10-24,12.2,6.3,8.7
2123,2018-10-25,10.7,3.6,6.7
2124,2018-10-26,9.4,1.8,6.2
2125,2018-10-27,11.5,7.6,9.5
2126,2018-10-28,11.2,6.8,9.1
2127,2018-10-29,12.9,7.3,9.7
2128,2018-10-30,12.5,4.8,7.6
2129,2018-10-31,17.4,5.0,11.1
2130,2018-11-01,20.6,11.4,15.5
2131,2018-11-02,19.7,17.2,18.4
2132,2018-11-03,18.3,8.6,13.0
2133,2018-11-04,11.6,3.8,7.7
2134,2018-11-05,11.2,5.7,9.6
2135,2018-11-06,18.0,9.5,12.6
2136,2018-11-07,16.7,8.1,12.5
2137,2018-11-08,12.3,5.6,9.3
2138,2018-11-09,10.6,3.9,7.6
2139,2018-11-10,10.5,2.1,6.3
2140,2018-11-11,7.3,-0.0,3.1
2141,2018-11-12,8.6,0.1,4.6
2142,2018-11-13,11.2,5.2,7.6
2143,2018-11-14,4.8,0.1,2.8
2144,2018-11-15,3.5,-0.6,1.0
2145,2018-11-16,7.2,1.6,4.6
2146,2018-11-17,8.4,0.2,3.6
2147,2018-11-18,6.1,0.5,3.4
2148,2018-11-19,10.3,2.5,6.1
2149,2018-11-20,7.7,2.5,5.4
2150,2018-11-21,7.1,-1.5,2.2
2151,2018-11-22,-2.5,-7.0,-4.7
2152,2018-11-23,-1.0,-8.3,-4.8
2153,2018-11-24,10.1,-4.3,3.1
2154,2018-11-25,12.0,5.0,7.8
2155,2018-11-26,10.8,3.1,7.5
2156,2018-11-27,8.0,1.4,4.6
2157,2018-11-28,5.4,0.8,2.7
2158,2018-11-29,6.7,0.6,3.7
2159,2018-11-30,4.4,-1.6,1.7
2160,2018-12-01,6.4,-1.8,2.8
2161,2018-12-02,14.3,5.4,10.7
2162,2018-12-03,12.3,5.5,10.0
2163,2018-12-04,5.1,-2.0,2.6
2164,2018-12-05,2.4,-4.4,-1.4
2165,2018-12-06,3.8,-3.8,-0.4
2166,2018-12-07,3.1,-3.9,0.3
2167,2018-12-08,1.6,-5.9,-2.5
2168,2018-12-09,1.4,-4.6,-2.0
2169,2018-12-10,3.2,-3.6,-1.1
2170,2018-12-11,3.5,-5.0,-1.5
2171,2018-12-12,4.3,-2.7,0.3
2172,2018-12-13,5.5,-1.8,2.0
2173,2018-12-14,9.9,0.7,5.8
2174,2018-12-15,8.6,5.9,7.2
2175,2018-12-16,5.4,2.0,3.6
2176,2018-12-17,7.0,1.4,3.4
2177,2018-12-18,2.1,-2.5,0.1
2178,2018-12-19,4.3,-4.8,-1.0
2179,2018-12-20,8.4,-2.2,3.1
2180,2018-12-21,15.0,9.5,12.7
2181,2018-12-22,10.9,2.4,6.5
2182,2018-12-23,5.8,-1.1,2.4
2183,2018-12-24,6.2,-0.0,2.8
2184,2018-12-25,4.5,-2.0,1.0
2185,2018-12-26,5.4,-3.6,0.2
2186,2018-12-27,5.1,-1.9,1.0
2187,2018-12-28,12.4,2.6,9.2
2188,2018-12-29,11.6,1.6,8.1
2189,2018-12-30,4.7,-0.2,1.8
2190,2018-12-31,7.9,-0.8,3.4
2191,2019-01-01,14.3,2.6,9.4
2192,2019-01-02,3.5,-1.1,1.6
2193,2019-01-03,6.2,-1.3,3.7
2194,2019-01-04,7.0,-2.2,2.0
2195,2019-01-05,6.2,3.4,5.2
2196,2019-01-06,8.4,-0.2,3.6
2197,2019-01-07,0.4,-3.9,-1.4
2198,2019-01-08,8.1,-0.1,3.8
2199,2019-01-09,6.6,0.3,3.7
2200,2019-01-10,1.1,-2.7,-0.5
2201,2019-01-11,-1.3,-5.4,-3.7
2202,2019-01-12,0.4,-6.2,-3.3
2203,2019-01-13,-0.7,-3.4,-2.3
2204,2019-01-14,0.3,-5.3,-3.1
2205,2019-01-15,2.5,-5.6,-2.6
2206,2019-01-16,4.5,-4.7,-1.2
2207,2019-01-17,-0.4,-4.7,-2.6
2208,2019-01-18,4.0,-1.9,0.4
2209,2019-01-19,2.4,-4.2,-0.3
2210,2019-01-20,9.3,-11.6,1.0
2211,2019-01-21,-10.5,-16.2,-13.2
2212,2019-01-22,-1.5,-12.3,-7.5
2213,2019-01-23,7.1,-4.5,1.4
2214,2019-01-24,12.9,-0.2,8.4
2215,2019-01-25,3.3,-3.4,-0.6
2216,2019-01-26,1.0,-6.2,-2.9
2217,2019-01-27,8.1,-4.7,1.4
2218,2019-01-28,0.2,-4.7,-1.8
2219,2019-01-29,4.5,-5.5,-0.1
2220,2019-01-30,0.1,-14.4,-5.5
2221,2019-01-31,-8.6,-16.9,-13.0
2222,2019-02-01,-5.7,-12.8,-9.5
2223,2019-02-02,1.3,-10.3,-4.8
2224,2019-02-03,9.1,-4.3,1.2
2225,2019-02-04,13.2,-2.2,3.6
2226,2019-02-05,16.6,-0.8,6.1
2227,2019-02-06,6.2,-2.1,2.4
2228,2019-02-07,7.0,2.7,4.4
2229,2019-02-08,10.4,-0.3,5.1
2230,2019-02-09,0.4,-4.4,-2.3
2231,2019-02-10,1.7,-6.6,-2.4
2232,2019-02-11,2.5,-2.0,-0.4
2233,2019-02-12,3.3,-1.7,-0.4
2234,2019-02-13,4.5,-1.5,2.0
2235,2019-02-14,6.8,-2.6,1.1
2236,2019-02-15,13.8,1.5,7.9
2237,2019-02-16,7.0,-1.7,2.4
2238,2019-02-17,2.4,-4.9,-1.0
2239,2019-02-18,5.9,-3.3,1.6
2240,2019-02-19,1.6,-4.9,-2.4
2241,2019-02-20,0.5,-4.2,-2.1
2242,2019-02-21,10.2,0.3,3.8
2243,2019-02-22,6.9,0.3,2.9
2244,2019-02-23,4.5,-2.5,1.1
2245,2019-02-24,9.1,2.2,6.1
2246,2019-02-25,4.7,-2.1,2.0
2247,2019-02-26,2.6,-3.8,-1.4
2248,2019-02-27,-1.4,-4.7,-3.3
2249,2019-02-28,2.3,-2.8,-0.6
2250,2019-03-01,2.5,-2.5,-0.4
2251,2019-03-02,3.4,-1.0,0.9
2252,2019-03-03,4.4,-4.5,0.4
2253,2019-03-04,2.3,-3.9,0.1
2254,2019-03-05,-1.5,-11.1,-6.3
2255,2019-03-06,-4.2,-10.5,-7.2
2256,2019-03-07,-0.9,-13.3,-7.6
2257,2019-03-08,2.3,-6.9,-1.9
2258,2019-03-09,6.5,-3.5,0.1
2259,2019-03-10,8.3,-3.5,3.2
2260,2019-03-11,9.9,0.6,5.0
2261,2019-03-12,6.2,-2.1,1.7
2262,2019-03-13,7.7,-3.9,2.0
2263,2019-03-14,12.1,1.7,6.9
2264,2019-03-15,20.5,9.1,14.3
2265,2019-03-16,11.2,3.1,7.1
2266,2019-03-17,6.4,-2.0,2.2
2267,2019-03-18,6.7,-2.0,2.1
2268,2019-03-19,8.4,-2.8,2.6
2269,2019-03-20,10.1,-1.0,4.3
2270,2019-03-21,8.5,3.9,6.3
2271,2019-03-22,10.0,3.7,6.2
2272,2019-03-23,8.6,0.4,3.9
2273,2019-03-24,13.7,-2.0,6.2
2274,2019-03-25,9.7,5.3,7.3
2275,2019-03-26,7.6,-1.3,3.3
2276,2019-03-27,6.2,-2.5,1.8
2277,2019-03-28,10.5,-2.2,4.1
2278,2019-03-29,15.0,4.5,9.4
2279,2019-03-30,18.0,7.3,11.8
2280,2019-03-31,14.9,5.3,10.4
2281,2019-04-01,7.9,-0.4,4.0
2282,2019-04-02,8.7,-1.5,4.3
2283,2019-04-03,17.0,2.1,9.1
2284,2019-04-04,13.9,1.6,7.7
2285,2019-04-05,5.1,2.1,3.7
2286,2019-04-06,18.1,4.1,10.2
2287,2019-04-07,16.8,4.7,10.5
2288,2019-04-08,23.4,9.9,15.8
2289,2019-04-09,15.0,7.2,9.8
2290,2019-04-10,14.0,5.0,9.3
2291,2019-04-11,9.9,2.0,5.9
2292,2019-04-12,18.9,5.1,12.1
2293,2019-04-13,23.1,13.6,16.9
2294,2019-04-14,17.5,11.7,15.1
2295,2019-04-15,17.5,7.1,13.8
2296,2019-04-16,16.7,5.3,10.7
2297,2019-04-17,14.4,8.1,10.5
2298,2019-04-18,17.2,8.2,12.6
2299,2019-04-19,22.6,14.4,17.7
2300,2019-04-20,17.5,12.3,15.6
2301,2019-04-21,17.6,11.1,13.6
2302,2019-04-22,17.8,9.7,13.7
2303,2019-04-23,22.6,10.5,16.3
2304,2019-04-24,19.9,11.9,16.3
2305,2019-04-25,16.7,8.5,12.1
2306,2019-04-26,16.1,11.1,13.6
2307,2019-04-27,13.6,8.0,11.0
2308,2019-04-28,11.5,6.4,8.9
2309,2019-04-29,13.7,3.5,8.8
2310,2019-04-30,16.3,8.7,12.2
2311,2019-05-01,11.7,9.5,10.6
2312,2019-05-02,23.9,10.3,14.8
2313,2019-05-03,13.5,9.3,11.4
2314,2019-05-04,18.8,10.7,14.5
2315,2019-05-05,13.4,10.2,11.6
2316,2019-05-06,19.4,9.1,13.4
2317,2019-05-07,20.8,8.8,14.9
2318,2019-05-08,19.1,10.9,14.6
2319,2019-05-09,13.7,9.7,11.4
2320,2019-05-10,22.5,11.7,17.6
2321,2019-05-11,19.5,13.2,16.4
2322,2019-05-12,13.9,7.0,9.3
2323,2019-05-13,10.3,7.3,8.6
2324,2019-05-14,11.1,7.5,8.8
2325,2019-05-15,19.4,6.0,12.1
2326,2019-05-16,20.7,9.1,15.3
2327,2019-05-17,23.9,10.8,18.3
2328,2019-05-18,22.3,11.9,16.9
2329,2019-05-19,24.7,12.8,18.6
2330,2019-05-20,28.9,18.5,23.2
2331,2019-05-21,20.5,13.1,16.6
2332,2019-05-22,22.0,10.2,16.5
2333,2019-05-23,23.1,14.4,18.5
2334,2019-05-24,22.2,15.8,19.6
2335,2019-05-25,20.2,12.0,16.2
2336,2019-05-26,29.6,14.6,21.7
2337,2019-05-27,25.7,16.5,21.4
2338,2019-05-28,20.9,14.9,18.2
2339,2019-05-29,21.5,15.1,18.5
2340,2019-05-30,21.2,14.5,17.7
2341,2019-05-31,25.3,17.0,21.0
2342,2019-06-01,25.4,15.4,20.0
2343,2019-06-02,26.4,15.9,20.8
2344,2019-06-03,20.5,14.2,17.5
2345,2019-06-04,21.0,9.9,15.9
2346,2019-06-05,26.3,15.8,20.5
2347,2019-06-06,26.8,19.6,22.8
2348,2019-06-07,25.2,17.4,20.8
2349,2019-06-08,25.1,16.5,20.2
2350,2019-06-09,22.8,14.1,18.3
2351,2019-06-10,20.2,14.2,17.7
2352,2019-06-11,23.7,16.6,20.2
2353,2019-06-12,21.9,12.6,17.7
2354,2019-06-13,19.4,14.3,16.3
2355,2019-06-14,21.7,14.3,17.8
2356,2019-06-15,26.3,12.6,19.9
2357,2019-06-16,25.6,19.0,22.2
2358,2019-06-17,23.2,18.6,21.1
2359,2019-06-18,23.2,18.9,20.3
2360,2019-06-19,21.4,18.2,19.6
2361,2019-06-20,26.3,19.1,22.1
2362,2019-06-21,23.3,18.5,20.7
2363,2019-06-22,24.5,16.0,20.2
2364,2019-06-23,27.2,15.6,21.4
2365,2019-06-24,28.2,15.4,22.5
2366,2019-06-25,28.0,20.4,23.2
2367,2019-06-26,29.5,20.0,24.4
2368,2019-06-27,30.3,20.0,25.4
2369,2019-06-28,30.3,18.9,24.9
2370,2019-06-29,31.4,21.0,25.0
2371,2019-06-30,26.8,20.3,23.6
2372,2019-07-01,28.6,17.6,22.9
2373,2019-07-02,30.0,18.9,24.4
2374,2019-07-03,29.4,22.0,25.6
2375,2019-07-04,30.8,21.9,25.7
2376,2019-07-05,27.8,20.3,24.2
2377,2019-07-06,29.4,23.6,26.1
2378,2019-07-07,27.2,21.7,24.4
2379,2019-07-08,23.7,20.1,21.5
2380,2019-07-09,30.2,18.5,24.4
2381,2019-07-10,30.4,20.5,25.6
2382,2019-07-11,28.9,22.0,24.8
2383,2019-07-12,29.5,22.4,25.2
2384,2019-07-13,29.6,19.9,24.7
2385,2019-07-14,30.9,21.9,26.2
2386,2019-07-15,29.7,18.3,24.4
2387,2019-07-16,32.6,20.7,26.8
2388,2019-07-17,33.7,24.0,28.0
2389,2019-07-18,27.6,23.1,25.1
2390,2019-07-19,32.4,22.5,27.3
2391,2019-07-20,35.7,25.2,29.8
2392,2019-07-21,35.6,25.2,29.9
2393,2019-07-22,29.8,24.3,26.0
2394,2019-07-23,24.2,19.4,21.7
2395,2019-07-24,25.7,20.1,23.0
2396,2019-07-25,27.4,19.2,23.5
2397,2019-07-26,28.2,19.7,24.2
2398,2019-07-27,28.3,20.3,24.2
2399,2019-07-28,31.1,21.3,25.8
2400,2019-07-29,31.8,21.8,26.6
2401,2019-07-30,32.3,23.1,27.4
2402,2019-07-31,30.5,22.3,25.6
2403,2019-08-01,29.1,21.8,25.1
2404,2019-08-02,28.0,21.6,24.8
2405,2019-08-03,27.2,21.0,24.2
2406,2019-08-04,29.5,21.5,25.4
2407,2019-08-05,27.3,21.0,23.8
2408,2019-08-06,26.3,20.5,23.8
2409,2019-08-07,27.7,21.8,23.9
2410,2019-08-08,29.0,20.2,24.3
2411,2019-08-09,27.6,20.1,23.9
2412,2019-08-10,26.9,18.3,22.5
2413,2019-08-11,26.6,16.4,21.7
2414,2019-08-12,29.2,16.6,23.4
2415,2019-08-13,25.2,21.8,23.6
2416,2019-08-14,26.7,21.0,23.1
2417,2019-08-15,26.5,20.8,22.9
2418,2019-08-16,26.0,20.6,23.0
2419,2019-08-17,27.6,21.7,24.3
2420,2019-08-18,30.8,22.7,25.6
2421,2019-08-19,31.2,22.5,25.7
2422,2019-08-20,29.1,22.4,25.4
2423,2019-08-21,30.4,22.7,25.9
2424,2019-08-22,31.2,22.7,26.7
2425,2019-08-23,24.2,19.0,21.1
2426,2019-08-24,23.6,17.3,20.4
2427,2019-08-25,22.4,17.6,19.8
2428,2019-08-26,22.2,15.6,18.6
2429,2019-08-27,22.0,15.1,18.8
2430,2019-08-28,25.3,17.6,20.8
2431,2019-08-29,27.1,18.3,22.2
2432,2019-08-30,29.5,15.9,22.5
2433,2019-08-31,26.8,19.0,22.4
2434,2019-09-01,24.3,16.3,20.4
2435,2019-09-02,26.3,19.0,21.8
2436,2019-09-03,26.1,18.1,21.6
2437,2019-09-04,30.1,17.7,23.5
2438,2019-09-05,22.8,17.0,20.1
2439,2019-09-06,19.2,15.8,17.5
2440,2019-09-07,23.7,14.6,18.7
2441,2019-09-08,24.5,14.8,19.8
2442,2019-09-09,23.7,17.6,20.2
2443,2019-09-10,24.3,17.5,21.0
2444,2019-09-11,31.0,19.3,24.2
2445,2019-09-12,24.7,18.8,22.3
2446,2019-09-13,20.0,15.6,17.8
2447,2019-09-14,23.5,16.1,20.3
2448,2019-09-15,27.3,19.2,22.5
2449,2019-09-16,24.2,17.7,20.8
2450,2019-09-17,23.9,16.0,19.6
2451,2019-09-18,19.5,13.8,16.6
2452,2019-09-19,19.9,10.3,15.2
2453,2019-09-20,25.3,11.1,17.8
2454,2019-09-21,27.7,13.3,20.4
2455,2019-09-22,29.0,14.5,21.8
2456,2019-09-23,31.2,20.4,24.9
2457,2019-09-24,23.6,17.3,20.6
2458,2019-09-25,25.0,13.0,19.1
2459,2019-09-26,27.3,14.9,19.9
2460,2019-09-27,23.4,12.2,18.0
2461,2019-09-28,27.0,16.1,21.2
2462,2019-09-29,25.4,18.3,21.6
