,time,max_temperature,min_temperature,avg_temperature
2463,2019-09-30,20.1,16.7,18.0
2464,2019-10-01,28.0,17.2,21.6
2465,2019-10-02,32.9,21.0,25.5
2466,2019-10-03,20.5,13.1,15.7
2467,2019-10-04,17.9,11.4,15.6
2468,2019-10-05,14.4,8.0,11.3
2469,2019-10-06,20.2,12.5,17.2
2470,2019-10-07,25.2,16.9,21.2
2471,2019-10-08,17.5,13.8,15.5
2472,2019-10-09,15.0,11.2,13.4
2473,2019-10-10,20.3,10.6,14.9
2474,2019-10-11,17.0,11.8,14.0
2475,2019-10-12,19.6,11.3,15.4
2476,2019-10-13,18.2,10.9,14.9
2477,2019-10-14,22.2,12.4,16.5
2478,2019-10-15,17.2,8.4,13.0
2479,2019-10-16,19.0,10.0,14.6
2480,2019-10-17,13.7,8.5,11.4
2481,2019-10-18,15.1,8.4,11.1
2482,2019-10-19,15.2,4.4,9.8
2483,2019-10-20,15.5,8.3,11.7
2484,2019-10-21,17.6,9.4,12.9
2485,2019-10-22,16.3,10.6,13.9
2486,2019-10-23,17.7,10.6,14.7
2487,2019-10-24,18.2,6.7,12.2
2488,2019-10-25,17.2,7.9,12.7
2489,2019-10-26,16.2,9.7,13.1
2490,2019-10-27,18.5,12.8,15.2
2491,2019-10-28,16.7,10.7,13.5
2492,2019-10-29,15.8,12.9,14.1
2493,2019-10-30,19.0,13.8,15.6
2494,2019-10-31,20.2,15.2,18.1
2495,2019-11-01,20.6,6.2,10.7
2496,2019-11-02,10.4,2.8,7.0
2497,2019-11-03,11.1,3.9,7.1
2498,2019-11-04,12.3,3.7,8.4
2499,2019-11-05,16.1,6.7,10.9
2500,2019-11-06,11.5,4.5,8.0
2501,2019-11-07,12.8,4.3,8.5
2502,2019-11-08,4.9,-0.4,2.5
2503,2019-11-09,4.1,-3.5,0.5
2504,2019-11-10,10.6,-1.4,4.2
2505,2019-11-11,14.8,3.7,9.0
2506,2019-11-12,11.2,-2.5,5.0
2507,2019-11-13,0.5,-4.3,-2.4
2508,2019-11-14,5.3,-2.5,1.3
2509,2019-11-15,9.6,-1.6,3.2
2510,2019-11-16,3.8,-0.7,1.5
2511,2019-11-17,4.1,-1.3,1.4
2512,2019-11-18,4.9,2.2,3.6
2513,2019-11-19,10.1,2.2,5.6
2514,2019-11-20,8.0,2.7,4.8
2515,2019-11-21,10.4,1.2,5.5
2516,2019-11-22,11.9,3.0,7.4
2517,2019-11-23,6.9,-1.1,3.2
2518,2019-11-24,8.9,3.5,5.7
2519,2019-11-25,10.6,1.3,5.2
2520,2019-11-26,14.1,0.8,6.8
2521,2019-11-27,13.1,4.1,8.8
2522,2019-11-28,9.9,2.6,6.8
2523,2019-11-29,6.1,-0.1,2.3
2524,2019-11-30,5.4,-1.8,0.9
2525,2019-12-01,4.5,-2.6,0.7
2526,2019-12-02,2.9,-0.2,1.5
2527,2019-12-03,1.8,-2.6,-0.4
2528,2019-12-04,3.6,-4.3,-0.5
2529,2019-12-05,3.7,-1.9,0.6
2530,2019-12-06,7.0,-4.0,1.7
2531,2019-12-07,1.8,-3.0,-0.8
2532,2019-12-08,3.4,-2.9,-0.3
2533,2019-12-09,11.5,-0.8,7.2
2534,2019-12-10,13.0,6.1,11.4
2535,2019-12-11,5.1,-0.3,1.9
2536,2019-12-12,1.2,-4.3,-1.3
2537,2019-12-13,9.0,0.3,4.8
2538,2019-12-14,11.7,5.9,8.8
2539,2019-12-15,7.5,1.3,4.8
2540,2019-12-16,1.9,-0.2,0.9
2541,2019-12-17,2.7,-0.1,0.8
2542,2019-12-18,3.0,-3.8,-0.4
2543,2019-12-19,-3.6,-9.2,-6.5
2544,2019-12-20,0.4,-6.6,-4.2
2545,2019-12-21,0.8,-5.7,-2.8
2546,2019-12-22,6.9,-5.1,-0.4
2547,2019-12-23,11.2,-1.2,3.3
2548,2019-12-24,7.6,-1.4,2.1
2549,2019-12-25,6.3,-3.6,1.1
2550,2019-12-26,6.6,-2.2,2.5
2551,2019-12-27,9.5,5.4,7.2
2552,2019-12-28,9.5,2.0,5.1
2553,2019-12-29,5.2,-0.7,2.6
2554,2019-12-30,5.7,3.0,4.7
2555,2019-12-31,6.5,2.0,3.5
2556,2020-01-01,4.0,-1.1,1.6
2557,2020-01-02,8.0,-2.8,1.8
2558,2020-01-03,7.4,3.0,5.5
2559,2020-01-04,10.1,3.9,7.3
2560,2020-01-05,4.7,-1.2,2.2
2561,2020-01-06,7.0,-1.3,2.2
2562,2020-01-07,6.0,-1.7,1.8
2563,2020-01-08,4.6,-2.5,0.5
2564,2020-01-09,0.2,-4.5,-2.2
2565,2020-01-10,9.6,-2.1,3.8
2566,2020-01-11,17.2,7.0,12.5
2567,2020-01-12,17.2,4.9,14.1
2568,2020-01-13,8.5,2.1,5.0
2569,2020-01-14,6.5,1.3,4.1
2570,2020-01-15,9.6,2.2,5.8
2571,2020-01-16,8.2,0.2,5.2
2572,2020-01-17,-0.4,-5.0,-2.8
2573,2020-01-18,2.2,-5.6,-3.0
2574,2020-01-19,5.3,-1.4,2.6
2575,2020-01-20,-1.1,-6.4,-3.9
2576,2020-01-21,0.3,-6.3,-3.9
2577,2020-01-22,2.8,-4.7,-1.4
2578,2020-01-23,5.5,-4.9,-0.2
2579,2020-01-24,8.2,-1.2,2.7
2580,2020-01-25,9.2,0.5,5.5
2581,2020-01-26,7.5,-1.2,3.2
2582,2020-01-27,6.7,-0.5,2.6
2583,2020-01-28,5.2,-1.4,1.7
2584,2020-01-29,4.2,-3.5,-0.2
2585,2020-01-30,1.7,-4.9,-1.7
2586,2020-01-31,6.0,-1.8,1.7
2587,2020-02-01,4.6,-2.1,1.4
2588,2020-02-02,5.8,-0.9,1.9
2589,2020-02-03,12.0,-0.8,4.7
2590,2020-02-04,12.4,2.3,6.9
2591,2020-02-05,8.7,3.4,4.5
2592,2020-02-06,6.0,2.9,4.1
2593,2020-02-07,14.0,0.5,5.2
2594,2020-02-08,4.2,-1.9,0.6
2595,2020-02-09,6.5,-2.7,1.8
2596,2020-02-10,6.8,1.9,4.8
2597,2020-02-11,6.5,4.9,5.7
2598,2020-02-12,7.0,0.6,4.0
2599,2020-02-13,6.9,2.2,4.0
2600,2020-02-14,1.6,-6.5,-1.4
2601,2020-02-15,-1.2,-8.9,-5.0
2602,2020-02-16,6.0,-3.0,0.9
2603,2020-02-17,9.2,-1.7,2.8
2604,2020-02-18,9.1,-0.7,4.4
2605,2020-02-19,7.9,-1.1,4.5
2606,2020-02-20,2.6,-3.6,-0.7
2607,2020-02-21,1.0,-5.6,-2.7
2608,2020-02-22,8.3,-3.4,1.3
2609,2020-02-23,11.3,-3.1,3.2
2610,2020-02-24,13.7,-0.5,5.3
2611,2020-02-25,8.2,4.1,6.3
2612,2020-02-26,8.2,5.6,6.6
2613,2020-02-27,7.1,0.1,4.2
2614,2020-02-28,4.3,-2.3,0.6
2615,2020-02-29,1.6,-3.5,-1.0
2616,2020-03-01,5.8,-4.2,-0.3
2617,2020-03-02,13.7,-2.1,5.8
2618,2020-03-03,14.7,5.3,9.5
2619,2020-03-04,12.7,4.7,8.4
2620,2020-03-05,10.0,1.3,5.4
2621,2020-03-06,7.3,-0.5,3.5
2622,2020-03-07,7.6,0.6,3.2
2623,2020-03-08,13.3,-2.6,4.8
2624,2020-03-09,19.4,3.2,10.2
2625,2020-03-10,16.5,7.2,11.9
2626,2020-03-11,12.1,3.4,8.1
2627,2020-03-12,8.5,2.7,6.0
2628,2020-03-13,19.0,7.2,12.0
2629,2020-03-14,12.4,3.8,7.8
2630,2020-03-15,10.9,2.3,6.4
2631,2020-03-16,5.6,-0.7,2.8
2632,2020-03-17,10.9,3.3,6.3
2633,2020-03-18,10.9,0.8,5.9
2634,2020-03-19,10.5,5.0,7.4
2635,2020-03-20,23.9,7.0,15.0
2636,2020-03-21,15.7,3.7,8.3
2637,2020-03-22,5.3,0.7,2.7
2638,2020-03-23,5.3,2.2,3.5
2639,2020-03-24,13.3,1.2,6.5
2640,2020-03-25,7.3,3.0,5.3
2641,2020-03-26,13.9,0.0,6.9
2642,2020-03-27,17.9,6.6,11.5
2643,2020-03-28,10.7,4.9,7.7
2644,2020-03-29,11.2,7.7,9.3
2645,2020-03-30,14.2,5.8,8.8
2646,2020-03-31,7.8,4.5,5.9
2647,2020-04-01,11.7,2.7,6.5
2648,2020-04-02,13.7,2.7,7.9
2649,2020-04-03,9.6,5.3,7.6
2650,2020-04-04,13.3,7.0,8.8
2651,2020-04-05,17.0,5.5,10.9
2652,2020-04-06,17.0,6.9,11.5
2653,2020-04-07,17.4,6.8,11.3
2654,2020-04-08,17.2,8.2,12.4
2655,2020-04-09,15.6,6.3,9.4
2656,2020-04-10,10.2,3.6,6.4
2657,2020-04-11,11.8,2.2,6.8
2658,2020-04-12,16.6,3.6,10.2
2659,2020-04-13,17.9,12.0,14.1
2660,2020-04-14,13.5,6.6,10.0
2661,2020-04-15,10.8,4.4,7.4
2662,2020-04-16,8.9,3.9,6.3
2663,2020-04-17,10.0,-0.2,5.2
2664,2020-04-18,9.7,3.7,6.5
2665,2020-04-19,15.5,0.9,8.6
2666,2020-04-20,12.6,5.5,9.4
2667,2020-04-21,15.8,4.7,8.9
2668,2020-04-22,9.9,1.4,5.4
2669,2020-04-23,10.7,0.9,5.7
2670,2020-04-24,8.7,6.0,7.1
2671,2020-04-25,15.9,2.8,9.3
2672,2020-04-26,9.0,6.1,7.9
2673,2020-04-27,9.7,4.0,6.3
2674,2020-04-28,17.2,2.3,9.5
2675,2020-04-29,13.6,4.5,9.6
2676,2020-04-30,16.3,9.5,12.9
2677,2020-05-01,17.4,11.3,14.1
2678,2020-05-02,21.1,9.4,14.8
2679,2020-05-03,24.8,10.9,17.5
2680,2020-05-04,18.8,9.7,15.0
2681,2020-05-05,14.7,7.0,10.8
2682,2020-05-06,10.8,5.6,8.5
2683,2020-05-07,16.7,4.7,10.8
2684,2020-05-08,11.3,6.0,8.9
2685,2020-05-09,8.5,0.9,5.0
2686,2020-05-10,15.4,2.7,9.1
2687,2020-05-11,15.4,6.4,10.5
2688,2020-05-12,14.2,4.9,9.1
2689,2020-05-13,15.5,2.7,9.4
2690,2020-05-14,18.7,5.0,12.5
2691,2020-05-15,26.9,13.1,19.5
2692,2020-05-16,22.9,14.5,18.8
2693,2020-05-17,17.6,10.3,13.5
2694,2020-05-18,18.4,10.4,13.9
2695,2020-05-19,17.0,10.6,13.5
2696,2020-05-20,16.1,8.2,11.8
2697,2020-05-21,17.9,6.1,12.0
2698,2020-05-22,22.9,10.9,16.7
2699,2020-05-23,18.6,12.5,15.7
2700,2020-05-24,18.2,10.2,13.9
2701,2020-05-25,20.3,12.5,15.7
2702,2020-05-26,23.8,12.8,17.5
2703,2020-05-27,23.0,14.5,17.7
2704,2020-05-28,23.3,16.7,19.3
2705,2020-05-29,25.4,18.7,21.4
2706,2020-05-30,25.7,19.3,21.9
2707,2020-05-31,20.0,13.2,16.4
2708,2020-06-01,19.7,8.9,14.6
2709,2020-06-02,22.8,12.1,17.4
2710,2020-06-03,28.2,14.3,20.9
2711,2020-06-04,29.5,16.6,23.4
2712,2020-06-05,26.0,19.2,21.8
2713,2020-06-06,28.9,19.9,23.4
2714,2020-06-07,23.8,16.2,19.7
2715,2020-06-08,24.8,13.1,19.1
2716,2020-06-09,29.7,14.3,22.3
2717,2020-06-10,28.0,19.6,23.7
2718,2020-06-11,24.8,21.4,23.1
2719,2020-06-12,27.5,19.5,23.1
2720,2020-06-13,22.3,15.2,18.7
2721,2020-06-14,21.9,12.1,16.8
2722,2020-06-15,22.0,14.2,17.8
2723,2020-06-16,23.0,13.8,18.3
2724,2020-06-17,23.8,14.1,18.4
2725,2020-06-18,22.9,17.4,19.8
2726,2020-06-19,25.7,18.1,21.6
2727,2020-06-20,27.7,18.4,22.8
2728,2020-06-21,28.8,18.8,23.5
2729,2020-06-22,31.0,20.2,25.2
2730,2020-06-23,29.4,20.7,25.2
2731,2020-06-24,29.3,22.2,25.5
2732,2020-06-25,28.5,18.5,23.6
2733,2020-06-26,29.1,18.4,24.3
2734,2020-06-27,28.8,18.6,23.5
2735,2020-06-28,30.2,20.4,24.6
2736,2020-06-29,29.2,20.7,24.4
2737,2020-06-30,25.3,19.2,21.8
2738,2020-07-01,25.9,18.6,22.1
2739,2020-07-02,31.6,19.3,25.2
2740,2020-07-03,31.2,22.3,26.3
2741,2020-07-04,28.2,21.4,24.0
2742,2020-07-05,32.4,20.5,26.1
2743,2020-07-06,31.9,21.6,25.9
2744,2020-07-07,27.4,21.0,24.0
2745,2020-07-08,29.5,22.6,25.4
2746,2020-07-09,29.9,22.4,25.5
2747,2020-07-10,24.4,22.6,23.4
2748,2020-07-11,30.0,22.3,25.4
2749,2020-07-12,30.4,21.4,25.6
2750,2020-07-13,29.3,21.1,25.0
2751,2020-07-14,28.2,19.8,24.1
2752,2020-07-15,25.5,20.1,22.6
2753,2020-07-16,24.4,19.7,21.5
2754,2020-07-17,28.2,19.4,23.4
2755,2020-07-18,32.3,21.0,26.4
2756,2020-07-19,33.9,21.2,27.5
2757,2020-07-20,34.2,24.8,29.0
2758,2020-07-21,33.3,21.8,27.8
2759,2020-07-22,33.0,24.5,27.9
2760,2020-07-23,30.3,23.4,26.6
2761,2020-07-24,25.7,23.0,24.1
2762,2020-07-25,30.3,21.1,25.9
2763,2020-07-26,33.2,22.9,27.7
2764,2020-07-27,34.7,22.2,28.6
2765,2020-07-28,33.6,25.2,28.9
2766,2020-07-29,32.4,24.3,28.0
2767,2020-07-30,32.9,23.1,28.1
2768,2020-07-31,26.3,21.9,24.2
2769,2020-08-01,29.8,20.8,25.5
2770,2020-08-02,30.2,23.4,26.3
2771,2020-08-03,31.4,24.3,27.5
2772,2020-08-04,25.7,22.9,24.3
2773,2020-08-05,29.8,21.2,25.4
2774,2020-08-06,27.1,19.8,23.6
2775,2020-08-07,26.1,20.9,22.8
2776,2020-08-08,26.3,20.4,23.0
2777,2020-08-09,29.3,20.2,24.8
2778,2020-08-10,32.1,22.4,26.6
2779,2020-08-11,30.1,23.3,26.3
2780,2020-08-12,30.0,23.4,26.2
2781,2020-08-13,26.8,23.3,24.5
2782,2020-08-14,28.3,22.3,24.9
2783,2020-08-15,27.6,21.1,23.7
2784,2020-08-16,21.7,19.3,20.2
2785,2020-08-17,26.6,17.0,21.5
2786,2020-08-18,27.6,18.7,22.9
2787,2020-08-19,22.8,19.0,21.0
2788,2020-08-20,26.0,16.5,21.0
2789,2020-08-21,28.3,18.3,23.1
2790,2020-08-22,30.2,21.6,24.9
2791,2020-08-23,29.3,20.2,24.7
2792,2020-08-24,31.3,21.5,26.2
2793,2020-08-25,32.3,22.5,26.7
2794,2020-08-26,26.6,19.6,22.8
2795,2020-08-27,32.8,20.0,26.0
2796,2020-08-28,31.1,20.4,24.9
2797,2020-08-29,25.4,22.1,23.3
2798,2020-08-30,26.0,18.8,22.2
2799,2020-08-31,24.0,15.7,20.0
2800,2020-09-01,24.7,19.0,21.6
2801,2020-09-02,27.1,20.9,23.4
2802,2020-09-03,29.5,22.1,25.1
2803,2020-09-04,29.2,19.7,24.1
2804,2020-09-05,25.8,17.0,21.4
2805,2020-09-06,26.7,16.9,21.7
2806,2020-09-07,25.7,17.2,21.5
2807,2020-09-08,27.6,18.4,22.5
2808,2020-09-09,26.7,19.3,22.5
2809,2020-09-10,25.8,22.4,23.4
2810,2020-09-11,24.6,18.4,22.2
2811,2020-09-12,20.5,16.6,18.2
2812,2020-09-13,23.3,17.0,20.4
2813,2020-09-14,24.8,16.8,20.7
2814,2020-09-15,18.9,12.0,15.6
2815,2020-09-16,22.1,11.4,17.0
2816,2020-09-17,23.5,15.3,19.3
2817,2020-09-18,20.4,14.9,18.1
2818,2020-09-19,17.3,9.6,13.4
2819,2020-09-20,16.6,9.4,12.7
2820,2020-09-21,17.9,8.7,13.1
2821,2020-09-22,22.4,7.8,14.8
2822,2020-09-23,26.6,11.4,18.6
2823,2020-09-24,25.1,13.2,18.9
2824,2020-09-25,25.5,13.1,19.2
2825,2020-09-26,22.8,15.2,19.0
2826,2020-09-27,24.9,18.5,21.2
2827,2020-09-28,24.5,19.5,21.5
2828,2020-09-29,22.9,18.1,20.4
2829,2020-09-30,20.9,14.9,18.6
2830,2020-10-01,22.2,14.0,17.8
2831,2020-10-02,18.3,12.6,15.2
2832,2020-10-03,18.5,9.3,14.0
2833,2020-10-04,18.3,8.9,13.7
2834,2020-10-05,19.4,10.5,14.7
2835,2020-10-06,20.1,11.8,15.9
2836,2020-10-07,23.8,13.1,17.8
2837,2020-10-08,18.0,10.8,14.5
2838,2020-10-09,20.5,8.8,14.2
2839,2020-10-10,23.5,13.7,18.0
2840,2020-10-11,18.6,15.1,17.1
2841,2020-10-12,14.0,11.6,12.7
2842,2020-10-13,16.2,13.7,14.6
2843,2020-10-14,20.4,8.7,14.5
2844,2020-10-15,22.2,10.7,16.1
2845,2020-10-16,17.2,11.1,14.3
2846,2020-10-17,15.3,7.2,11.2
2847,2020-10-18,16.6,8.0,12.4
2848,2020-10-19,18.4,10.1,14.4
2849,2020-10-20,22.0,13.6,17.0
2850,2020-10-21,21.3,13.8,17.2
2851,2020-10-22,20.6,16.9,18.5
2852,2020-10-23,19.3,16.7,17.6
2853,2020-10-24,20.3,11.4,16.6
2854,2020-10-25,11.9,7.7,9.8
2855,2020-10-26,16.3,12.1,14.2
2856,2020-10-27,15.3,12.1,13.8
2857,2020-10-28,15.0,11.9,13.1
2858,2020-10-29,12.4,8.3,11.0
2859,2020-10-30,8.1,3.5,5.5
2860,2020-10-31,7.4,0.5,4.5
2861,2020-11-01,14.0,4.8,9.2
2862,2020-11-02,7.0,3.2,5.0
2863,2020-11-03,11.8,4.2,7.4
2864,2020-11-04,16.5,3.4,9.6
2865,2020-11-05,18.8,6.4,12.0
2866,2020-11-06,20.0,8.7,13.2
2867,2020-11-07,21.4,7.7,13.6
2868,2020-11-08,21.7,7.5,13.4
2869,2020-11-09,22.0,8.2,13.9
2870,2020-11-10,21.8,9.6,15.0
2871,2020-11-11,21.0,14.6,17.6
2872,2020-11-12,18.6,9.7,13.6
2873,2020-11-13,11.5,6.8,9.7
2874,2020-11-14,11.0,4.3,7.0
2875,2020-11-15,15.7,2.4,9.5
2876,2020-11-16,11.3,5.8,8.7
2877,2020-11-17,8.3,2.6,4.9
2878,2020-11-18,3.5,-2.1,1.0
2879,2020-11-19,6.6,-3.1,1.7
2880,2020-11-20,14.7,4.5,8.3
2881,2020-11-21,15.9,5.4,10.0
2882,2020-11-22,12.6,6.1,8.8
2883,2020-11-23,13.3,4.5,9.8
2884,2020-11-24,8.6,3.0,5.4
2885,2020-11-25,12.5,3.4,7.7
2886,2020-11-26,16.9,8.6,12.8
2887,2020-11-27,14.9,6.1,9.9
2888,2020-11-28,12.6,3.8,8.1
2889,2020-11-29,10.9,0.8,5.3
2890,2020-11-30,15.6,4.0,11.3
2891,2020-12-01,15.0,3.7,9.4
2892,2020-12-02,6.2,1.4,3.6
2893,2020-12-03,8.8,-0.3,4.0
2894,2020-12-04,9.9,4.2,6.6
2895,2020-12-05,6.8,3.4,5.5
2896,2020-12-06,4.3,-0.3,2.2
2897,2020-12-07,3.9,-2.6,0.2
2898,2020-12-08,3.5,-2.0,0.2
2899,2020-12-09,4.0,-2.9,0.2
2900,2020-12-10,9.0,0.0,3.3
2901,2020-12-11,10.7,-1.0,4.2
2902,2020-12-12,12.8,2.0,7.4
2903,2020-12-13,14.3,4.6,9.7
2904,2020-12-14,3.7,1.3,2.6
2905,2020-12-15,3.9,-1.7,0.6
2906,2020-12-16,0.7,-3.4,-1.3
2907,2020-12-17,0.0,-4.9,-2.0
2908,2020-12-18,-2.1,-9.0,-6.0
2909,2020-12-19,-1.8,-11.1,-6.4
2910,2020-12-20,1.7,-3.7,-0.9
2911,2020-12-21,3.0,-2.6,-0.2
2912,2020-12-22,5.0,-2.0,1.0
2913,2020-12-23,2.9,-3.0,0.0
2914,2020-12-24,13.5,-0.0,8.7
2915,2020-12-25,14.8,-0.5,9.5
2916,2020-12-26,0.1,-4.1,-2.3
2917,2020-12-27,2.4,-4.3,-1.7
2918,2020-12-28,8.4,-2.4,3.2
2919,2020-12-29,3.1,-3.8,0.6
2920,2020-12-30,3.6,-4.1,-0.0
2921,2020-12-31,7.9,1.6,5.3
2922,2021-01-01,4.7,-3.4,1.0
2923,2021-01-02,9.4,0.0,5.7
2924,2021-01-03,4.0,-1.5,1.4
2925,2021-01-04,6.2,0.2,2.5
2926,2021-01-05,4.8,0.7,2.3
2927,2021-01-06,5.0,-0.9,1.3
2928,2021-01-07,5.7,-1.6,1.0
2929,2021-01-08,4.7,-3.8,-0.5
2930,2021-01-09,2.6,-3.2,-0.5
2931,2021-01-10,5.0,-2.7,0.3
2932,2021-01-11,2.9,-3.3,-0.9
2933,2021-01-12,5.2,-3.9,-0.4
2934,2021-01-13,5.2,-2.7,0.5
2935,2021-01-14,7.8,-1.4,2.5
2936,2021-01-15,7.2,-2.1,2.9
2937,2021-01-16,9.1,1.6,5.8
2938,2021-01-17,6.6,-0.2,2.8
2939,2021-01-18,6.7,-0.8,2.4
2940,2021-01-19,4.7,-1.5,1.0
2941,2021-01-20,3.7,-3.2,-0.4
2942,2021-01-21,5.0,-5.3,-0.8
2943,2021-01-22,5.9,-1.6,1.4
2944,2021-01-23,-0.1,-4.4,-2.1
2945,2021-01-24,0.3,-6.1,-3.4
2946,2021-01-25,2.7,-5.4,-1.5
2947,2021-01-26,1.3,-1.7,-0.1
2948,2021-01-27,3.9,-2.6,0.7
2949,2021-01-28,0.4,-6.7,-2.7
2950,2021-01-29,-3.8,-10.5,-7.1
2951,2021-01-30,0.2,-9.6,-5.9
2952,2021-01-31,-2.8,-7.2,-5.1
2953,2021-02-01,1.1,-4.1,-1.3
2954,2021-02-02,1.7,-0.5,0.7
2955,2021-02-03,1.5,-3.1,-1.0
2956,2021-02-04,3.0,-5.4,-2.3
2957,2021-02-05,4.6,-5.2,0.0
2958,2021-02-06,4.0,-8.6,-2.0
2959,2021-02-07,0.6,-4.6,-1.8
2960,2021-02-08,-3.6,-12.8,-7.7
2961,2021-02-09,1.4,-8.5,-3.7
2962,2021-02-10,-0.7,-9.9,-4.8
2963,2021-02-11,-0.3,-5.9,-3.2
2964,2021-02-12,-2.6,-13.7,-7.1
2965,2021-02-13,-2.9,-8.5,-5.3
2966,2021-02-14,1.3,-2.7,-0.8
2967,2021-02-15,0.5,-1.4,-0.3
2968,2021-02-16,6.9,-0.7,4.1
2969,2021-02-17,-0.6,-7.8,-3.6
2970,2021-02-18,-2.2,-6.6,-3.7
2971,2021-02-19,-0.1,-3.1,-1.4
2972,2021-02-20,0.5,-6.0,-2.9
2973,2021-02-21,1.3,-10.0,-5.2
2974,2021-02-22,2.3,-7.3,-1.6
2975,2021-02-23,5.6,-2.6,1.5
2976,2021-02-24,8.4,-2.4,3.2
2977,2021-02-25,6.9,-3.3,3.2
2978,2021-02-26,5.7,-4.0,0.6
2979,2021-02-27,8.4,0.2,4.5
2980,2021-02-28,4.9,-0.2,2.9
2981,2021-03-01,7.3,0.6,4.7
2982,2021-03-02,0.1,-7.3,-3.5
2983,2021-03-03,8.8,-4.6,1.4
2984,2021-03-04,4.6,-3.3,1.3
2985,2021-03-05,1.7,-5.5,-2.4
2986,2021-03-06,1.9,-4.6,-1.9
2987,2021-03-07,3.8,-5.0,-1.3
2988,2021-03-08,5.1,-5.3,-0.9
2989,2021-03-09,16.2,-2.2,6.4
2990,2021-03-10,11.1,-2.1,4.5
2991,2021-03-11,19.6,2.1,10.1
2992,2021-03-12,18.2,9.7,12.7
2993,2021-03-13,8.8,-0.5,4.5
2994,2021-03-14,10.0,-1.0,4.3
2995,2021-03-15,2.8,-4.0,-1.1
2996,2021-03-16,1.8,-3.5,-0.6
2997,2021-03-17,8.5,1.2,4.5
2998,2021-03-18,6.6,4.2,5.4
2999,2021-03-19,5.9,-0.9,2.4
3000,2021-03-20,12.9,-3.4,3.8
3001,2021-03-21,14.4,-1.6,5.9
3002,2021-03-22,13.4,-0.3,6.6
3003,2021-03-23,16.3,0.4,7.7
3004,2021-03-24,12.2,3.4,8.3
3005,2021-03-25,19.2,9.4,12.8
3006,2021-03-26,25.1,10.8,15.9
3007,2021-03-27,18.7,6.8,12.2
3008,2021-03-28,17.0,8.3,11.7
3009,2021-03-29,11.6,5.0,8.0
3010,2021-03-30,14.4,2.1,8.6
3011,2021-03-31,17.0,6.4,11.8
3012,2021-04-01,11.0,3.2,7.4
3013,2021-04-02,4.3,-1.5,1.7
3014,2021-04-03,10.3,-2.4,3.8
3015,2021-04-04,16.3,3.3,9.0
3016,2021-04-05,18.5,5.2,10.9
3017,2021-04-06,18.3,3.9,10.8
3018,2021-04-07,18.8,4.5,10.5
3019,2021-04-08,18.6,6.4,11.9
3020,2021-04-09,14.5,5.5,9.7
3021,2021-04-10,18.1,8.8,12.1
3022,2021-04-11,12.4,8.0,10.9
3023,2021-04-12,9.0,6.4,7.7
3024,2021-04-13,16.6,5.5,10.4
3025,2021-04-14,19.9,5.4,12.6
3026,2021-04-15,12.4,8.3,11.1
3027,2021-04-16,11.6,4.7,7.8
3028,2021-04-17,12.1,5.1,8.4
3029,2021-04-18,15.8,4.6,10.6
3030,2021-04-19,17.7,7.1,12.1
3031,2021-04-20,21.5,6.7,13.9
3032,2021-04-21,19.6,4.6,12.1
3033,2021-04-22,8.6,1.6,5.0
3034,2021-04-23,15.5,2.4,8.6
3035,2021-04-24,19.3,5.5,12.5
3036,2021-04-25,16.3,8.4,11.6
3037,2021-04-26,14.1,4.4,9.4
3038,2021-04-27,16.0,5.0,10.7
3039,2021-04-28,26.9,8.1,17.4
3040,2021-04-29,22.3,14.3,18.6
3041,2021-04-30,18.8,7.9,15.3
3042,2021-05-01,16.9,5.1,10.6
3043,2021-05-02,26.2,10.3,18.0
3044,2021-05-03,16.1,11.7,14.1
3045,2021-05-04,20.5,11.1,14.4
3046,2021-05-05,15.1,10.8,12.6
3047,2021-05-06,17.5,8.8,12.8
3048,2021-05-07,16.7,7.2,12.0
3049,2021-05-08,11.6,7.1,9.7
3050,2021-05-09,16.1,5.8,10.1
3051,2021-05-10,14.8,8.4,11.3
3052,2021-05-11,16.4,8.1,12.2
3053,2021-05-12,17.8,6.1,11.9
3054,2021-05-13,18.9,6.7,13.3
3055,2021-05-14,21.5,7.4,15.0
3056,2021-05-15,22.4,9.3,16.1
3057,2021-05-16,22.3,9.9,16.1
3058,2021-05-17,23.0,10.1,17.0
3059,2021-05-18,25.6,11.4,18.9
3060,2021-05-19,28.1,12.9,21.1
3061,2021-05-20,22.5,12.8,17.6
3062,2021-05-21,26.1,12.1,19.0
3063,2021-05-22,30.3,16.9,23.9
3064,2021-05-23,30.4,19.2,24.5
3065,2021-05-24,20.3,13.5,16.4
3066,2021-05-25,23.3,13.3,17.7
3067,2021-05-26,30.7,16.8,23.4
3068,2021-05-27,27.2,18.7,22.6
3069,2021-05-28,18.9,10.7,15.1
3070,2021-05-29,10.4,9.0,9.6
3071,2021-05-30,10.3,8.8,9.7
3072,2021-05-31,19.9,9.6,13.5
3073,2021-06-01,23.8,9.8,17.2
3074,2021-06-02,22.7,13.3,18.0
3075,2021-06-03,23.4,13.3,18.0
3076,2021-06-04,25.3,18.4,21.1
3077,2021-06-05,31.0,16.7,23.6
3078,2021-06-06,31.2,19.8,25.5
3079,2021-06-07,30.6,20.7,25.4
3080,2021-06-08,29.1,21.3,24.6
3081,2021-06-09,31.0,21.0,25.1
3082,2021-06-10,25.8,16.9,21.9
3083,2021-06-11,20.0,15.7,17.6
3084,2021-06-12,20.3,16.0,18.1
3085,2021-06-13,23.7,14.5,18.8
